City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"DIF, Mexico",Mexico,20.558094,-101.204941,23.8,54.7,87.0,53.0,9.3,47.1,5.2,87,Moderate,,,2026-09-12T02:54:20.218859
"Hospital General, Mexico",Mexico,20.947924,-101.425774,23.4,57.0,85.0,43.0,7.3,4.0,12.2,85,Moderate,,,2026-09-12T02:54:25.725428
"T-21, Mexico",Mexico,21.108664,-101.688614,25.0,47.0,84.0,52.0,,,,84,Moderate,,,2026-09-12T02:54:29.091881
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,21.6,90.0,82.0,48.0,19.4,2.7,23.2,82,Moderate,,,2026-09-12T02:54:32.223176
"Irapuato Bomberos, Mexico",Mexico,21.118055555556,-101.60216666667,23.5,56.1,82.0,42.0,6.8,12.8,11.7,82,Moderate,,,2026-09-12T02:54:35.726938
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,26.0,57.0,76.0,33.0,11.8,3.0,9.4,76,Moderate,,,2026-09-12T02:54:56.227601
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,26.0,57.0,76.0,33.0,17.8,3.0,11.5,76,Moderate,,,2026-09-12T02:55:31.232166
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,26.0,57.0,68.0,22.0,23.8,0.8,29.3,68,Moderate,,,2026-09-12T02:56:06.236721
"Irapuato Bomberos, Irapuato, Mexico",Mexico,20.674779695762,-101.35569204208,25.8,53.8,68.0,28.0,,,,68,Moderate,,,2026-09-12T02:56:39.241588
"Bomberos, Mexico",Mexico,20.67495,-101.355873,25.8,53.8,68.0,28.0,,15.8,,68,Moderate,,,2026-09-12T02:57:12.875918
"San Juanico, Mexico",Mexico,20.537489,-100.839905,23.5,56.1,66.0,53.0,15.1,7.4,12.8,66,Moderate,,,2026-09-12T02:57:46.259611
"Centro, Aguascalientes, Mexico",Mexico,21.883780555556,-102.295825,20.2,76.5,65.0,16.0,0.1,0.1,2.3,65,Moderate,,,2026-09-12T02:58:19.884628
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-09-12T02:58:55.893574
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,27.1,84.4,9.0,,,,,-,,,,2026-09-12T02:59:31.898264
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-09-12T03:00:04.904613
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-09-12T03:00:38.304750
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,27.1,84.4,,,,,,-,,,,2026-09-12T03:01:13.310060
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-09-12T03:01:47.916938
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,14.4,82.1,126.0,56.0,3.2,0.5,2.1,126,Poor,,,2026-09-12T03:02:53.924615
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,15.7,62.0,102.0,,,1.7,,102,Poor,,,2026-09-12T03:03:26.929168
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,12.4,73.0,72.0,16.0,4.7,0.5,4.1,72,Moderate,,,2026-09-12T03:04:00.348261
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,15.0,82.1,59.0,47.0,11.8,0.4,14.2,59,Moderate,,,2026-09-12T03:04:33.355090
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,15.0,67.0,46.0,33.0,8.4,1.0,,46,Good,,,2026-09-12T03:05:18.360772
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,14.4,69.0,38.0,10.0,15.0,,10.0,38,Good,,,2026-09-12T03:06:01.946645
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,18.4,47.0,38.0,16.0,2.5,0.5,5.3,38,Good,,,2026-09-12T03:06:34.949689
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,13.89,63.0,86.0,48.0,33.6,9.8,9.4,86,Moderate,,,2026-09-12T03:07:10.956210
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,13.47,63.0,65.0,48.0,32.9,3.4,11.5,65,Moderate,,,2026-09-12T03:07:43.960181
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,13.47,63.0,58.0,,36.4,6.6,7.3,58,Moderate,,,2026-09-12T03:08:16.963583
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,17.98,63.0,,,38.3,7.2,9.6,6,Good,,,2026-09-12T03:08:49.967013
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,18.72,30.0,56.0,,14.5,0.5,7.5,56,Moderate,,,2026-09-12T03:09:23.408396
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,,,2026-09-12T03:09:56.416432
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,,2026-09-12T03:10:29.420986
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,,2026-09-12T03:11:02.427518
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,18.16,63.0,53.0,,36.3,,,53,Moderate,,,2026-09-12T03:11:35.433428
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,14.75,63.0,77.0,48.0,19.3,2.2,3.8,77,Moderate,,,2026-09-12T03:12:10.441845
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,23.3,68.6,103.0,50.0,15.9,9.1,13.5,103,Poor,,,2026-09-12T03:12:44.447615
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,23.3,68.6,61.0,23.0,16.8,7.7,30.7,61,Moderate,,,2026-09-12T03:13:17.454098
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,23.3,68.6,61.0,23.0,13.0,6.8,10.1,61,Moderate,,,2026-09-12T03:13:51.005455
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,23.3,68.6,,,18.7,52.6,5.8,53,Moderate,,,2026-09-12T03:14:24.008518
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,23.3,68.6,39.0,11.0,9.0,14.2,14.8,39,Good,,,2026-09-12T03:14:57.472053
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,23.3,68.6,,21.0,16.6,2.9,16.0,21,Good,,,2026-09-12T03:15:30.478266
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,,2026-09-12T03:16:03.485021
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,,2026-09-12T03:16:36.492862
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,,2026-09-12T03:17:09.498099
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,23.3,68.6,81.0,36.0,18.3,6.7,11.2,81,Moderate,,,2026-09-12T03:17:42.505770
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,22.6,80.1,50.0,,11.2,5.4,14.0,50,Good,,,2026-09-12T03:18:16.034200
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,33.8,46.275,98.0,49.0,4.5,2.5,,49,Good,,,2026-09-12T03:18:51.038796
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,,2026-09-12T03:19:24.042385
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,,,2026-09-12T03:20:09.532668
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,,,2026-09-12T03:20:42.538712
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,,,2026-09-12T03:21:16.057757
"Puren, Chile",Chile,-36.616167751711,-72.093040558483,9.5,84.0,294.0,168.0,,,,294,Hazardous,,,2026-09-12T03:22:29.559514
"Coyhaique II, Chile",Chile,-45.579045667164,-72.049964505825,5.8,35.8,220.0,134.0,,5.0,26.5,220,Poor,,,2026-09-12T03:23:02.578213
