City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,22.0,73.0,122.0,41.0,17.5,3.1,23.0,122,Poor,,,2026-06-08T03:35:52.273520
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,22.0,73.0,93.0,51.0,15.5,5.1,11.9,93,Moderate,,,2026-06-08T03:35:55.732119
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,22.0,73.0,78.0,37.0,24.2,3.2,9.7,78,Moderate,,,2026-06-08T03:35:59.407490
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,22.0,73.0,74.0,21.0,21.9,3.1,13.4,74,Moderate,,,2026-06-08T03:36:03.275256
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,22.0,73.0,74.0,31.0,21.6,3.1,13.4,74,Moderate,,,2026-06-08T03:36:06.733996
"Palacio Municipal, Municipio de Mexicali, Baja California - Municipal, Mexico",Mexico,32.640027777778,-115.47463888889,31.9,36.5,70.0,53.0,6.3,,4.1,70,Moderate,,,2026-06-08T03:36:11.277117
"T-21, Mexico",Mexico,21.108664,-101.688614,28.0,32.0,69.0,28.0,,3.6,13.0,69,Moderate,,,2026-06-08T03:36:14.734839
"Facultad De Medicina, Mexico",Mexico,21.133545,-101.679543,28.0,32.0,69.0,22.0,5.9,3.8,11.6,69,Moderate,,,2026-06-08T03:36:18.410131
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,21.1,69.0,65.0,13.0,9.6,,,65,Moderate,,,2026-06-08T03:36:22.278566
"DIF, Mexico",Mexico,20.558094,-101.204941,22.7,66.0,63.0,30.0,5.5,8.5,24.7,63,Moderate,,,2026-06-08T03:36:25.736182
"Durango, Durango, Mexico",Mexico,24.03447,-104.64503,17.2,68.0,61.0,6.0,,,,61,Moderate,,,2026-06-08T03:36:30.280058
"Centro, Aguascalientes, Mexico",Mexico,21.883780555556,-102.295825,20.8,69.5,57.0,12.0,0.1,0.1,0.3,57,Moderate,,,2026-06-08T03:36:34.737227
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,22.0,73.0,57.0,39.0,20.9,1.0,9.0,57,Moderate,,,2026-06-08T03:36:38.280891
"San Luis De La Paz Presidencia Municipal, Mexico",Mexico,21.295861111111,-100.52330555556,27.3,38.2,57.0,,,,,57,Moderate,,,2026-06-08T03:36:41.412868
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,26.6,71.7,55.0,20.0,2.7,3.5,8.5,55,Moderate,,,2026-06-08T03:36:44.741496
"Abasolo Presidencia Municipal, Mexico",Mexico,20.425277777778,-101.19805555556,19.0,88.0,55.0,,,,,55,Moderate,,,2026-06-08T03:36:48.282636
"CICEG, Mexico",Mexico,21.10343,-101.636345,27.2,37.7,55.0,37.0,5.6,7.2,16.7,55,Moderate,,,2026-06-08T03:36:51.414003
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,22.7,66.0,54.0,40.0,6.5,8.3,6.0,54,Moderate,,,2026-06-08T03:36:54.741650
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-06-08T03:37:00.284632
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,25.0,88.5,9.0,,,,,-,,,,2026-06-08T03:37:05.746820
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-06-08T03:37:09.286684
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-06-08T03:37:12.416955
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,23.2,86.0,,,,,,-,,,,2026-06-08T03:37:17.288657
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-06-08T03:37:21.750533
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,12.0,73.0,59.0,12.0,4.4,0.8,,59,Moderate,,,2026-06-08T03:37:53.683080
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,11.9,82.0,34.0,15.0,6.3,0.5,8.6,34,Good,,,2026-06-08T03:38:13.686211
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,14.4,100.0,30.0,,,0.6,5.1,30,Good,,,2026-06-08T03:38:18.298715
"Centro de Alto Rendimiento, Bogota, Colombia",Colombia,4.65837,-74.084,11.9,82.0,30.0,9.0,4.8,0.3,3.3,30,Good,,,2026-06-08T03:38:21.759271
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,14.7,71.2,21.0,26.0,,,,26,Good,,,2026-06-08T03:38:25.426990
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,13.3,82.0,21.0,16.0,1.1,0.6,4.7,21,Good,,,2026-06-08T03:38:30.695422
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,13.3,80.0,20.0,10.0,4.7,0.9,2.4,20,Good,,,2026-06-08T03:38:34.495248
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,12.0,80.0,17.0,16.0,5.0,0.9,6.1,17,Good,,,2026-06-08T03:38:38.302840
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,12.37,93.0,39.0,,21.0,2.7,4.2,39,Good,,,2026-06-08T03:38:42.695657
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,12.45,93.0,35.0,,27.8,0.4,11.1,35,Good,,,2026-06-08T03:38:46.497675
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,12.06,93.0,25.0,,33.3,1.4,12.0,25,Good,,,2026-06-08T03:38:49.578579
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,12.06,93.0,10.0,,27.2,0.9,7.1,10,Good,,,2026-06-08T03:38:52.698976
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,14.51,93.0,,,18.3,11.3,11.6,6,Good,,,2026-06-08T03:38:56.498130
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,,,2026-06-08T03:38:59.580512
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,,2026-06-08T03:39:03.534234
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,,2026-06-08T03:39:06.944282
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,15.18,93.0,18.0,,9.3,3.8,,18,Good,,,2026-06-08T03:39:10.750090
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,12.92,93.0,16.0,,14.1,3.6,7.4,16,Good,,,2026-06-08T03:39:15.535109
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,20.8,82.0,60.0,23.0,9.3,5.6,5.3,60,Moderate,,,2026-06-08T03:39:19.945179
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,20.8,82.0,55.0,35.0,10.8,9.9,5.8,55,Moderate,,,2026-06-08T03:39:23.535672
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,20.8,82.0,52.0,18.0,7.8,6.8,30.4,52,Moderate,,,2026-06-08T03:39:26.751127
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,20.8,82.0,52.0,17.0,6.6,5.9,8.9,52,Moderate,,,2026-06-08T03:39:29.948425
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,20.8,82.0,28.0,8.0,5.6,4.6,14.8,28,Good,,,2026-06-08T03:39:33.536663
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,20.8,82.0,,17.0,12.9,5.0,8.1,17,Good,,,2026-06-08T03:39:36.753202
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,,2026-06-08T03:39:39.948217
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,,2026-06-08T03:39:43.537414
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,,2026-06-08T03:39:46.753902
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,20.8,82.0,,,8.3,1.7,3.6,4,Good,,,2026-06-08T03:39:49.948840
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,20.8,82.0,46.0,,17.0,3.3,8.2,46,Good,,,2026-06-08T03:39:53.538680
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,33.6,40.72333333333333,61.0,39.0,4.5,2.2,,39,Good,,,2026-06-08T03:39:57.949316
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,,2026-06-08T03:40:01.530100
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,,,2026-06-08T03:40:16.951128
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,,,2026-06-08T03:40:20.532685
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,,,2026-06-08T03:40:23.756824
"Nueva Libertad, Chile",Chile,-36.735998,-73.118693,7.0,100.0,275.0,174.0,19.0,6.8,28.2,275,Hazardous,,,2026-06-08T03:41:09.718206
"Consultorio - San Vicente, Chile",Chile,-36.723695141848,-73.123658865174,8.0,100.0,249.0,143.0,14.2,1.5,,249,Poor,,,2026-06-08T03:41:14.528300
"Osorno, Chile",Chile,-40.584478665958,-73.11871982209,15.5,56.2,233.0,11.0,,,,233,Poor,,,2026-06-08T03:41:20.720228
"Valdivia, Chile",Chile,-39.831316104673,-73.22851282209,15.5,56.3,207.0,109.0,,3.4,35.9,207,Poor,,,2026-06-08T03:41:24.533499
"Kingston College, Chile",Chile,-36.784653741124,-73.052063025795,7.0,100.0,201.0,103.0,7.0,4.7,25.3,201,Poor,,,2026-06-08T03:41:27.790599
"Padre Las Casas II, Chile",Chile,-38.764767451719,-72.598795682209,8.4,100.0,200.0,107.0,18.3,,23.9,200,Poor,,,2026-06-08T03:41:31.326457
"Liceo Polivalente, Chile",Chile,-36.601713211434,-72.958522830688,8.0,99.0,198.0,107.0,15.7,1.1,,198,Poor,,,2026-06-08T03:41:34.458556
"Pudahuel, Chile",Chile,-33.437811379126,-70.750171233135,6.0,75.0,189.0,138.0,48.5,,56.0,189,Poor,,,2026-06-08T03:41:38.144364
"Punteras, Chile",Chile,-36.923329602986,-73.036132300941,7.0,100.0,195.0,101.0,4.5,1.1,,195,Poor,,,2026-06-08T03:41:41.329560
"Coyhaique, Chile",Chile,-45.57996447948,-72.061125987766,-6.0,100.0,198.0,99.0,,,,198,Poor,,,2026-06-08T03:41:47.794634
"US Embassy, Buenos Aires, Argentina",Argentina,-34.5773,-58.4176,25.0,72.9,5.0,,,,,5,Good,,,2026-06-08T03:41:54.460793
"Centenario, Buenos Aires, Argentina",Argentina,-34.635582,-58.5518647,24.0,53.0,,,,,,-,,,,2026-06-08T03:41:58.333682
