City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,22.0,73.0,151.0,49.0,14.2,3.7,10.6,151,Poor,,,2026-07-13T02:24:44.033237
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,22.7,72.0,83.0,35.0,6.4,4.0,,83,Moderate,,,2026-07-13T02:24:48.629054
"Escobedo, Nuevo Leon, Mexico",Mexico,25.7802165,-100.3161126,30.1,60.3,78.0,23.0,1.5,6.0,5.6,78,Moderate,,,2026-07-13T02:24:52.033435
"Irapuato Bomberos, Mexico",Mexico,21.118055555556,-101.60216666667,20.8,82.1,74.0,51.0,7.1,8.0,15.7,74,Moderate,,,2026-07-13T02:24:56.703683
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,17.0,100.0,72.0,35.0,17.1,1.5,6.8,72,Moderate,,,2026-07-13T02:24:59.628465
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,22.0,73.0,68.0,19.0,17.3,4.8,10.6,68,Moderate,,,2026-07-13T02:25:03.034534
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,22.0,73.0,68.0,29.0,17.0,6.5,7.9,68,Moderate,,,2026-07-13T02:25:06.704217
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,22.0,73.0,68.0,19.0,11.8,4.8,8.7,68,Moderate,,,2026-07-13T02:25:10.629594
"Centro, Aguascalientes, Mexico",Mexico,21.883780555556,-102.295825,20.0,90.5,61.0,11.0,0.1,0.1,0.2,61,Moderate,,,2026-07-13T02:25:16.035607
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,22.0,73.0,57.0,36.0,24.8,0.7,6.6,57,Moderate,,,2026-07-13T02:25:20.705266
"Aguilas, Jalisco, Mexico",Mexico,20.629602722222224,-103.41677252777778,21.0,73.0,68.0,18.0,12.7,4.8,7.7,68,Moderate,,,2026-07-13T02:25:24.036069
"Metrorrey, Nuevo Leon, Mexico",Mexico,25.7779954,-100.3775906,30.1,60.3,55.0,29.0,5.2,6.8,8.2,55,Moderate,,,2026-07-13T02:25:28.630434
"Tlaquepaque, Guadalajara, Mexico",Mexico,20.641445843732,-103.31262961377,21.0,73.0,,54.0,27.0,4.1,,54,Moderate,,,2026-07-13T02:25:33.705960
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,30.1,60.3,53.0,23.0,1.8,5.0,10.2,53,Moderate,,,2026-07-13T02:25:37.037137
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-07-13T02:25:45.037734
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,21.1,95.0,9.0,,,,,-,,,,2026-07-13T02:25:51.632305
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-07-13T02:25:55.039584
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-07-13T02:25:58.708463
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,21.1,95.0,,,,,,-,,,,2026-07-13T02:26:03.633083
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-07-13T02:26:08.040250
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,15.4,76.0,38.0,,,0.6,9.9,38,Good,,,2026-07-13T02:26:57.043812
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,15.1,66.6,33.0,11.0,4.6,0.6,2.0,33,Good,,,2026-07-13T02:27:05.044263
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,15.3,61.0,30.0,15.0,3.2,0.5,2.9,30,Good,,,2026-07-13T02:27:08.638223
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,15.4,59.1,25.0,15.0,,,,25,Good,,,2026-07-13T02:27:11.692356
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,13.9,70.0,5.0,20.0,3.6,0.3,2.4,20,Good,,,2026-07-13T02:27:17.045283
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,15.0,66.6,17.0,14.0,6.3,0.5,8.5,17,Good,,,2026-07-13T02:27:20.694017
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,12.5,75.0,17.0,6.0,2.9,0.3,3.5,17,Good,,,2026-07-13T02:27:25.828819
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,13.88,82.0,50.0,13.0,18.1,2.9,2.7,50,Good,,,2026-07-13T02:27:30.693320
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,14.0,82.0,11.0,13.0,16.7,1.3,6.2,22,Good,,,2026-07-13T02:27:33.829170
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,14.0,82.0,12.0,,20.1,1.5,4.9,16,Good,,,2026-07-13T02:27:37.046521
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,16.95,82.0,,,27.8,8.3,11.5,7,Good,,,2026-07-13T02:27:40.694092
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,18.72,30.0,56.0,,14.5,0.5,7.5,56,Moderate,,,2026-07-13T02:27:43.829904
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,,,2026-07-13T02:27:47.047260
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,,2026-07-13T02:27:50.694978
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,,2026-07-13T02:27:53.831059
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,17.83,82.0,11.0,,17.7,2.6,,13,Good,,,2026-07-13T02:27:57.047832
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,14.46,82.0,59.0,13.0,11.5,2.9,5.2,59,Moderate,,,2026-07-13T02:28:01.695782
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,18.8,90.0,91.0,39.0,14.9,8.9,13.1,91,Moderate,,,2026-07-13T02:28:05.831744
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,18.8,90.0,83.0,61.0,25.2,5.8,6.5,83,Moderate,,,2026-07-13T02:28:08.696294
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,18.8,90.0,81.0,35.0,16.7,6.1,6.7,81,Moderate,,,2026-07-13T02:28:12.048873
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,18.8,90.0,50.0,11.0,11.1,8.4,25.8,50,Good,,,2026-07-13T02:28:15.832788
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,18.8,90.0,,35.0,14.2,6.8,13.3,35,Good,,,2026-07-13T02:28:18.696995
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,18.8,90.0,3.0,1.0,21.4,8.4,0.5,8,Good,,,2026-07-13T02:28:22.049495
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,,2026-07-13T02:28:25.833560
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,,2026-07-13T02:28:29.557099
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,,2026-07-13T02:28:32.697982
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,18.8,90.0,,,12.1,3.2,6.4,6,Good,,,2026-07-13T02:28:36.050500
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,18.8,90.0,70.0,,13.8,3.9,10.9,70,Moderate,,,2026-07-13T02:28:39.834584
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,33.8,46.275,98.0,49.0,4.5,2.5,,49,Good,,,2026-07-13T02:28:44.558052
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,,2026-07-13T02:28:47.835270
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,,,2026-07-13T02:29:02.700383
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,,,2026-07-13T02:29:05.836947
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,,,2026-07-13T02:29:09.052902
"Nueva Libertad, Chile",Chile,-36.735998,-73.118693,10.0,93.0,470.0,515.0,26.0,7.1,45.6,515,Hazardous,,,2026-07-13T02:29:50.056046
"Las Encinas Temuco, Chile",Chile,-38.74869912298,-72.620788228172,6.4,100.0,336.0,166.0,,,34.5,336,Hazardous,,,2026-07-13T02:29:56.725357
"Padre Las Casas II, Chile",Chile,-38.764767451719,-72.598795682209,6.4,100.0,276.0,167.0,41.2,,38.9,276,Hazardous,,,2026-07-13T02:30:02.056983
"Balneario Curanilahue, Chile",Chile,-37.485131692556,-73.331626473541,10.0,93.0,200.0,,,,,200,Poor,,,2026-07-13T02:30:10.726936
"Coyhaique, Chile",Chile,-45.57996447948,-72.061125987766,2.0,100.0,195.0,96.0,,,,195,Poor,,,2026-07-13T02:30:17.008400
