City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,25.0,28.6,12.0,884.0,9.0,9.7,,884,Hazardous,,,2026-05-24T02:51:57.832883
"Vallarta, Guadalajara, Mexico",Mexico,20.680450840176,-103.39873310432,27.0,28.0,106.0,57.0,,,,106,Poor,,,2026-05-24T02:52:00.984411
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,27.0,28.0,93.0,51.0,7.8,1.6,7.5,93,Moderate,,,2026-05-24T02:52:05.833444
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,27.0,28.0,92.0,60.0,4.7,1.5,7.3,92,Moderate,,,2026-05-24T02:52:08.985800
"DIF, Mexico",Mexico,20.558094,-101.204941,24.6,45.9,90.0,44.0,6.4,8.5,19.7,90,Moderate,,,2026-05-24T02:52:12.280410
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,25.0,27.0,78.0,17.0,6.8,,,78,Moderate,,,2026-05-24T02:52:22.835479
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,16.0,77.0,74.0,,18.1,2.4,10.8,74,Moderate,,,2026-05-24T02:52:30.836557
"San Luis De La Paz Presidencia Municipal, Mexico",Mexico,21.295861111111,-100.52330555556,19.1,74.4,74.0,,,,,74,Moderate,,,2026-05-24T02:52:33.988899
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,24.5,46.5,72.0,47.0,17.7,11.7,6.8,72,Moderate,,,2026-05-24T02:52:37.283012
"Guanajuato Universidad Gto Sede Belen, Mexico",Mexico,21.017583333333,-101.25736111111,24.6,45.9,65.0,,,,,65,Moderate,,,2026-05-24T02:52:43.838589
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-05-24T02:52:49.991821
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,27.0,74.0,9.0,,,,,-,,,,2026-05-24T02:52:55.841255
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-05-24T02:52:58.992752
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-05-24T02:53:02.286446
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,27.0,74.0,,,,,,-,,,,2026-05-24T02:53:06.842349
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-05-24T02:53:10.994266
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,18.2,50.5,89.0,19.0,6.5,0.5,10.5,89,Moderate,,,2026-05-24T02:53:41.846250
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,19.1,59.0,50.0,,,0.9,13.2,50,Good,,,2026-05-24T02:53:52.849429
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,18.0,53.0,38.0,8.0,3.5,0.4,,38,Good,,,2026-05-24T02:54:07.851241
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,17.9,54.0,21.0,20.0,2.7,0.5,3.1,21,Good,,,2026-05-24T02:54:11.000603
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,18.0,50.5,16.0,16.0,6.8,1.2,11.0,16,Good,,,2026-05-24T02:54:16.852343
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,17.8,57.0,13.0,5.0,3.8,,3.9,13,Good,,,2026-05-24T02:54:20.001981
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,14.46,93.0,66.0,,36.8,3.9,12.3,66,Moderate,,,2026-05-24T02:54:23.852754
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,13.63,93.0,59.0,19.0,26.2,2.1,5.7,59,Moderate,,,2026-05-24T02:54:27.297579
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,14.98,93.0,48.0,,29.4,5.4,11.2,48,Good,,,2026-05-24T02:54:31.004593
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,14.46,93.0,10.0,19.0,26.2,1.0,7.5,10,Good,,,2026-05-24T02:54:33.853801
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,15.63,93.0,,,14.6,10.6,8.7,10,Good,,,2026-05-24T02:54:37.298586
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,,,2026-05-24T02:54:41.005701
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,,2026-05-24T02:54:43.855477
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,,2026-05-24T02:54:47.299448
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,16.07,93.0,38.0,,12.1,3.3,,38,Good,,,2026-05-24T02:54:51.006241
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,14.0,93.0,24.0,19.0,18.4,2.5,7.4,5,Good,,,2026-05-24T02:54:55.857016
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,20.5,83.0,88.0,62.0,17.1,7.6,6.5,88,Moderate,,,2026-05-24T02:55:00.007646
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,20.5,83.0,84.0,35.0,12.3,5.3,8.2,84,Moderate,,,2026-05-24T02:55:02.860018
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,20.5,83.0,82.0,36.0,20.5,7.5,6.6,82,Moderate,,,2026-05-24T02:55:06.301477
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,20.5,83.0,65.0,21.0,11.2,5.6,5.3,65,Moderate,,,2026-05-24T02:55:10.005137
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,20.5,83.0,,51.0,14.7,5.5,7.9,51,Moderate,,,2026-05-24T02:55:12.835173
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,20.5,83.0,41.0,13.0,6.2,13.5,12.1,41,Good,,,2026-05-24T02:55:16.421561
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,,2026-05-24T02:55:19.671693
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,,2026-05-24T02:55:23.006228
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,,2026-05-24T02:55:26.839005
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,20.5,83.0,,,13.3,2.0,4.0,4,Good,,,2026-05-24T02:55:30.007248
