City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,21.0,77.0,117.0,69.0,15.9,3.3,8.5,117,Poor,,,2026-08-27T07:00:05.224712
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,21.0,77.0,95.0,63.0,31.4,2.1,13.2,95,Moderate,,,2026-08-27T07:00:09.665999
"Facultad De Medicina, Mexico",Mexico,21.133545,-101.679543,22.0,35.0,86.0,49.0,,,,86,Moderate,,,2026-08-27T07:00:16.225671
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,26.8,66.0,85.0,37.0,1.6,,11.8,85,Moderate,,,2026-08-27T07:00:19.667146
"Metrorrey, Nuevo Leon, Mexico",Mexico,25.7779954,-100.3775906,26.8,66.0,82.0,46.0,4.6,6.6,3.3,82,Moderate,,,2026-08-27T07:00:23.044349
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,21.0,77.0,76.0,52.0,20.9,3.3,7.1,76,Moderate,,,2026-08-27T07:00:41.229449
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,21.0,77.0,76.0,52.0,12.7,3.3,8.3,76,Moderate,,,2026-08-27T07:01:14.232560
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,21.0,77.0,76.0,52.0,41.5,3.3,9.4,76,Moderate,,,2026-08-27T07:01:47.303949
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,26.8,66.0,71.0,58.0,3.3,4.0,8.8,71,Moderate,,,2026-08-27T07:02:20.239561
"DIF, Mexico",Mexico,20.558094,-101.204941,22.0,35.0,71.0,51.0,6.4,20.0,7.0,71,Moderate,,,2026-08-27T07:02:53.243362
"Loma Dorada, Guadalajara, Mexico",Mexico,20.629554249053,-103.26392977309,21.0,77.0,,70.0,26.2,,14.6,70,Moderate,,,2026-08-27T07:03:26.246471
"Aguilas, Jalisco, Mexico",Mexico,20.629602722222224,-103.41677252777778,21.0,77.0,66.0,43.0,12.5,3.3,7.2,66,Moderate,,,2026-08-27T07:03:59.249571
"Centro, Aguascalientes, Mexico",Mexico,21.883780555556,-102.295825,19.4,55.5,63.0,23.0,0.1,0.1,0.5,63,Moderate,,,2026-08-27T07:04:36.253444
"Apodaca, Nuevo Leon, Mexico",Mexico,25.7815621,-100.1875974,28.0,61.0,57.0,63.0,14.5,24.5,14.0,63,Moderate,,,2026-08-27T07:05:11.322535
"Escobedo, Nuevo Leon, Mexico",Mexico,25.7802165,-100.3161126,26.8,66.0,61.0,40.0,2.6,6.5,6.5,61,Moderate,,,2026-08-27T07:05:46.260222
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-08-27T07:06:22.328664
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,22.0,88.0,9.0,,,,,-,,,,2026-08-27T07:06:58.331896
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-08-27T07:07:31.270082
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-08-27T07:08:04.272957
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,21.6,98.0,,,,,,-,,,,2026-08-27T07:08:39.276744
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-08-27T07:09:14.280214
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,14.6,100.0,67.0,,,0.7,3.3,67,Moderate,,,2026-08-27T07:10:24.350000
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,13.4,76.1,40.0,15.0,11.1,1.2,5.3,40,Good,,,2026-08-27T07:11:15.354420
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,10.0,76.1,28.0,24.0,6.3,0.5,7.5,28,Good,,,2026-08-27T07:11:48.357437
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,13.0,72.0,25.0,6.0,2.3,0.4,1.9,25,Good,,,2026-08-27T07:12:23.361004
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,14.6,60.3,25.0,24.0,,,,25,Good,,,2026-08-27T07:12:56.302046
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,10.0,73.0,25.0,9.0,3.4,0.7,,25,Good,,,2026-08-27T07:13:29.305076
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,12.38,66.0,52.0,,11.1,1.7,5.4,52,Moderate,,,2026-08-27T07:14:04.308520
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,11.84,66.0,49.0,29.0,20.7,5.8,7.3,49,Good,,,2026-08-27T07:14:37.311685
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,12.38,66.0,40.0,29.0,14.2,1.6,7.6,40,Good,,,2026-08-27T07:15:10.316670
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,13.9,66.0,,,14.5,7.2,0.7,25,Good,,,2026-08-27T07:15:43.317856
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,18.72,30.0,56.0,,14.5,0.5,7.5,56,Moderate,,,2026-08-27T07:16:16.382329
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,,,2026-08-27T07:16:49.387201
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,,2026-08-27T07:17:22.389536
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,,2026-08-27T07:17:55.392320
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,13.23,66.0,12.0,,34.1,7.9,,12,Good,,,2026-08-27T07:18:28.334025
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,13.11,66.0,60.0,29.0,22.6,21.5,3.0,60,Moderate,,,2026-08-27T07:19:03.338390
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,21.7,78.5,79.0,33.0,15.0,8.2,11.0,79,Moderate,,,2026-08-27T07:19:37.341453
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,21.7,78.5,69.0,29.0,12.5,7.9,32.4,69,Moderate,,,2026-08-27T07:20:10.344846
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,21.9,78.5,63.0,25.0,10.3,5.8,8.8,63,Moderate,,,2026-08-27T07:20:43.408484
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,21.7,78.5,150.0,80.0,12.4,40.5,6.6,41,Good,,,2026-08-27T07:21:16.351483
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,21.7,78.5,30.0,9.0,,10.2,11.9,30,Good,,,2026-08-27T07:21:49.414083
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,21.6,77.5,,59.0,20.3,9.3,12.5,28,Good,,,2026-08-27T07:22:22.416892
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,,2026-08-27T07:22:55.361026
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,,2026-08-27T07:23:28.364110
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,,2026-08-27T07:24:01.366961
