City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Celaya San Juanico, Celaya, Mexico",Mexico,20.537937144279,-100.84064845752,19.4,79.2,106.0,65.0,,,5.6,106,Poor,,,2026-07-21T02:14:03.754758
"Apodaca, Nuevo Leon, Mexico",Mexico,25.7815621,-100.1875974,8.8,41.0,95.0,51.0,18.8,18.0,11.0,95,Moderate,,,2026-07-21T02:14:06.911594
"T-21, Mexico",Mexico,21.108664,-101.688614,23.0,46.0,94.0,32.0,,3.4,14.9,94,Moderate,,,2026-07-21T02:14:10.289644
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,19.5,90.5,93.0,28.0,11.2,3.1,11.8,93,Moderate,,,2026-07-21T02:14:13.753989
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,33.8,38.0,91.0,45.0,2.9,5.0,10.7,91,Moderate,,,2026-07-21T02:14:16.912151
"CICEG, Mexico",Mexico,21.10343,-101.636345,19.4,79.8,88.0,36.0,4.5,5.8,10.8,88,Moderate,,,2026-07-21T02:14:21.384103
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,34.4,38.5,80.0,31.0,11.4,8.2,8.5,80,Moderate,,,2026-07-21T02:14:27.755819
"Palacio Municipal, Municipio de Mexicali, Baja California - Municipal, Mexico",Mexico,32.640027777778,-115.47463888889,46.6,28.3,78.0,54.0,2.4,,28.5,78,Moderate,,,2026-07-21T02:14:33.913494
"Metrorrey, Nuevo Leon, Mexico",Mexico,25.7779954,-100.3775906,33.8,38.0,76.0,50.0,4.2,7.0,3.7,76,Moderate,,,2026-07-21T02:14:37.291112
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,17.0,63.0,74.0,,7.5,22.4,5.0,74,Moderate,,,2026-07-21T02:14:43.756000
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-07-21T02:14:54.756987
