City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,24.8,47.2,825.0,17.0,7.9,,,825,Hazardous,,,2026-08-11T01:19:40.331038
"T-21, Mexico",Mexico,21.108664,-101.688614,18.0,88.0,104.0,24.0,,,,104,Poor,,,2026-08-11T01:19:43.274643
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,23.0,60.0,74.0,26.0,11.2,4.1,7.6,74,Moderate,,,2026-08-11T01:19:51.335989
"Aguilas, Jalisco, Mexico",Mexico,20.629602722222224,-103.41677252777778,23.0,60.0,74.0,31.0,8.4,4.1,4.7,74,Moderate,,,2026-08-11T01:19:54.275870
"Apodaca, Nuevo Leon, Mexico",Mexico,25.7815621,-100.1875974,34.0,41.0,74.0,47.0,0.5,4.6,4.0,74,Moderate,,,2026-08-11T01:19:58.077637
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,23.0,60.0,74.0,26.0,11.9,4.1,5.0,74,Moderate,,,2026-08-11T01:20:01.338479
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,23.0,60.0,61.0,42.0,10.9,4.2,7.8,61,Moderate,,,2026-08-11T01:20:04.277656
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,23.0,60.0,73.0,23.0,5.9,2.8,9.3,73,Moderate,,,2026-08-11T01:20:08.080236
"Metrorrey, Nuevo Leon, Mexico",Mexico,25.7779954,-100.3775906,34.0,41.0,72.0,45.0,18.3,6.9,4.7,72,Moderate,,,2026-08-11T01:20:11.340767
"San Juanico, Mexico",Mexico,20.537489,-100.839905,18.2,81.8,69.0,49.0,,,7.6,69,Moderate,,,2026-08-11T01:20:16.278962
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,16.3,74.7,53.0,66.0,9.1,11.4,,66,Moderate,,,2026-08-11T01:20:21.172149
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,23.0,60.0,65.0,42.0,10.0,1.3,5.8,65,Moderate,,,2026-08-11T01:20:24.951048
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,23.0,60.0,59.0,24.0,9.9,4.1,8.7,59,Moderate,,,2026-08-11T01:20:27.957340
"Vallarta, Guadalajara, Mexico",Mexico,20.680450840176,-103.39873310432,23.0,60.0,61.0,30.0,,,,61,Moderate,,,2026-08-11T01:20:46.178361
"Celaya San Juanico, Celaya, Mexico",Mexico,20.537937144279,-100.84064845752,18.2,81.8,61.0,50.0,,,7.8,61,Moderate,,,2026-08-11T01:20:49.958051
"Escobedo, Nuevo Leon, Mexico",Mexico,25.7802165,-100.3161126,34.0,41.0,61.0,35.0,7.3,10.3,8.8,61,Moderate,,,2026-08-11T01:20:52.967876
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-08-11T01:20:59.181255
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,30.0,66.0,9.0,,,,,-,,,,2026-08-11T01:21:21.191654
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-08-11T01:21:24.968561
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-08-11T01:21:43.196712
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,28.6,71.0,,,,,,-,,,,2026-08-11T01:22:18.205474
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-08-11T01:22:53.232612
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,16.1,55.0,46.0,,,0.7,13.0,46,Good,,,2026-08-11T01:24:05.239176
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,15.5,52.1,42.0,20.0,,,,42,Good,,,2026-08-11T01:24:42.248954
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,15.3,56.6,38.0,18.0,6.4,0.6,3.3,38,Good,,,2026-08-11T01:25:19.268894
